それなのに,0
ところが,0
だけれども,0
否,1
否,1
どころか,1
けれども,2
けれど,2
ただ,2
されど,2
だが,2
但し,2
ただし,2
にもかかわらず,2
但,2
なお,2
然し乍ら,3
然しながら,3
しかしながら,3
しかし,3
